Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CarePlan-CarePlanAtencionEjemplo.json	976	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSConsecuenciaAtencionCodigo.json	1019	2	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	14	1478	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSDerivadoParaCodigo.json	1112	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSDestinoReferenciaCodigo.json	1167	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadBioqca.json	1062	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	37	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadFarma.json	1217	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	14	34	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadMed.json	5947	3	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	35	44	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadOdont.json	1881	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	31	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSEstablecimientoDestino.json	1427	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEstadoCivil.json	1224	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEstadoInterconsulta.json	1323	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSIndicecomorbilidad.json	1192	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMediodeContacto.json	1172	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSModalidadAtencionCodigo.json	1008	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	13	25	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSMotivoCierreInterconsulta.json	2323	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	28	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSMotivoNoContactabilidad.json	1106	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-CSMotivoNoPertinenciaCodigo.json	1061	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	61	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSPertinenciaInterconsulta.json	1027	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	24	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSPractitionerTipoRolLE.json	1411	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	24	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSReligion.json	1394	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTipoConsulta.json	883	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTipoEventoLE.json	1306	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	27	0	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-CSTipoObservacionMinsal.json	969	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSTituloProfesional.json	3072	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	28	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSorigenInterconsulta.json	980	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-PueblosOriginariosCS.json	1100	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	28	0	0	0	0	0	0	0
fsh-generated/resources/Condition-ConditionAtencionejemplo.json	1482	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0
fsh-generated/resources/Condition-ConditionInicialEjemplo.json	1513	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-AtencionEjemplo.json	1367	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-EncounterIniciarEjemplo.json	1395	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-PrednisonaEjemplo.json	607	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-MesssageHeaderAtenderEjemplo.json	754	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	18	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AnamnesisEjemplo.json	821	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AnticuerpoAdrenal.json	906	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploObservationCuidador.json	651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploObservationDiscapacidadLE.json	519	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-IndiceConmorbilidadEjemplo.json	1049	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationLEAtendedor.json	419	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationLEEjemplo.json	1679	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0
fsh-generated/resources/Patient-EjemploPatientLE.json	4509	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractitionerProfesionalLEAtendedor.json	3109	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractitionerProfesionalLEEjemplo.json	2665	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-ProfesionalAdministrativoEjemplo.json	1980	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRoleAtendedor.json	649	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRoleIniciador.json	759	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-MotivoDerivacion.json	572	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	21	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-MotivoDerivacionEjemplo.json	852	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	20	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-AbadrenalEjemplo.json	1057	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-EjemploSolicitudExamen.json	1242	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-EjemploSolicitudInterconsultaFinalizada.json	5496	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	31	16	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AllergyIntoleranceIniciarLE.json	3559	4	0	0	0	0	0	80	1	24	0	0	0	0	0	0	0	1	0	0	230	1548	0	0	1	0	5	1	1
fsh-generated/resources/StructureDefinition-AppointmentAgendarLE.json	10354	3	0	0	0	0	0	176	0	24	0	0	0	0	0	0	0	1	0	0	443	1076	0	0	0	0	8	2	2
fsh-generated/resources/StructureDefinition-BundleAgendarLE.json	6989	3	0	0	0	0	0	274	0	111	0	0	1	0	0	0	0	1	0	0	858	2046	0	0	0	0	15	2	2
fsh-generated/resources/StructureDefinition-BundleAtenderLE.json	11056	3	0	0	0	0	0	141	0	69	0	0	0	0	0	0	0	3	0	0	1463	2354	0	0	0	0	25	3	4
fsh-generated/resources/StructureDefinition-BundleIniciarLE.json	12760	3	0	0	0	0	0	147	0	56	0	0	1	0	0	0	0	4	0	0	1420	2277	0	0	0	0	26	3	5
fsh-generated/resources/StructureDefinition-BundlePriorizarLE.json	5524	3	0	0	0	0	0	53	0	31	0	0	0	0	0	0	0	1	0	0	556	1080	0	0	0	0	11	1	1
fsh-generated/resources/StructureDefinition-BundleReferenciarLE.json	5562	2	0	0	0	0	0	78	0	91	0	0	0	0	0	0	0	2	0	0	538	1002	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-BundleRevisarLE.json	6133	3	0	0	0	0	0	58	0	26	0	0	0	0	0	0	0	2	0	0	638	1203	0	0	0	0	13	1	1
fsh-generated/resources/StructureDefinition-BundleTerminarLE.json	5522	3	0	0	0	0	0	54	0	24	0	0	0	0	0	0	0	1	0	0	621	1189	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-CarePlanAtenderLE.json	4945	3	0	0	0	0	0	21	0	27	0	0	0	0	0	0	0	1	0	0	447	911	0	0	0	0	8	1	0
fsh-generated/resources/StructureDefinition-ConditionDiagnosticoLE.json	8921	2	0	0	0	0	0	18	0	23	0	0	1	0	0	0	0	1	0	0	398	528	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-Contactado.json	4005	3	0	0	0	0	0	13	0	55	0	0	0	0	0	0	0	0	0	0	163	255	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EncounterAtenderLE.json	6856	3	0	0	0	0	0	19	0	17	0	0	0	0	0	0	0	1	0	0	335	639	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EncounterIniciarLE.json	5011	3	0	0	0	0	0	19	0	25	0	0	0	0	0	0	0	1	0	0	331	672	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ExtensionBoolAtencionPreferente.json	1390	2	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	42	81	0	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ExtensionBoolRequiereExamen.json	1324	2	0	0	0	0	0	9	0	44	0	0	0	0	0	0	0	0	0	0	42	76	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionBoolResolutividadAPS.json	1340	3	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	43	101	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionConsecuenciaAtencionCodigo.json	2267	3	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	1	0	0	86	200	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionEspecialidadMedicaDestinoCodigo.json	2343	3	1	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	93	152	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExtensionEstadoInterconsultaCodigoLE.json	2258	3	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	89	146	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionMediodeContacto.json	2198	2	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	83	135	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionMotivoCierreInterconsulta.json	2385	3	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	93	162	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExtensionMotivoNoPertinencia.json	1398	2	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	42	84	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ExtensionOrigenInterconsulta.json	2326	3	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	86	140	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionPertinenciaAtencionBox.json	1371	2	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	1	0	0	46	83	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionPertinenciaInterconsulta.json	4041	3	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	157	171	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExtensionSolicitudExamenes.json	1453	2	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	45	79	0	0	0	0	26	0	0
fsh-generated/resources/StructureDefinition-ExtensionStringFundamentoPriorizacion.json	1477	3	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	46	85	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ExtensionSubEspecialidadMedicaDestinoCodigo.json	2417	3	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	90	145	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-MedicationRequestLE.json	3487	2	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	1	0	0	230	519	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-Mencion.json	1437	3	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	43	77	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-MessageHeaderLE.json	5080	3	0	0	0	0	0	13	0	20	0	0	0	0	0	0	0	1	0	0	209	319	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ObservationAnamnesisLE.json	4054	2	0	0	0	0	0	12	0	111	0	0	0	0	0	0	0	0	0	0	308	557	0	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-ObservationDiscapacidadLE.json	3250	3	0	0	0	0	0	10	0	17	0	0	0	0	0	0	0	1	0	0	262	429	0	0	1	0	5	0	1
fsh-generated/resources/StructureDefinition-ObservationIndiceComorbilidadLE.json	6908	2	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	0	460	807	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ObservationIniciarCuidadorLE.json	3304	3	0	0	0	0	0	12	0	15	0	0	0	0	0	0	0	1	0	0	267	492	0	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ObservationResultadoExamen.json	4733	3	0	0	0	0	0	11	0	15	0	0	1	0	0	0	0	1	0	0	302	521	0	1	0	0	6	0	1
fsh-generated/resources/StructureDefinition-OrganizationLE.json	1921	2	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	158	332	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-PaisOrigenMPI.json	2125	3	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	87	141	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-PatientLE.json	7737	3	1	0	0	0	0	16	0	34	0	0	0	0	0	0	0	2	0	0	595	910	0	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-PractitionerAdministrativoLE.json	6775	2	0	0	0	0	0	28	0	49	0	0	1	0	0	0	0	2	0	0	758	1063	0	0	0	0	14	1	1
fsh-generated/resources/StructureDefinition-PractitionerProfesionalLE.json	22975	4	0	0	0	0	0	36	0	74	0	0	0	0	0	0	0	3	0	0	1393	1778	0	0	0	0	23	0	2
fsh-generated/resources/StructureDefinition-PractitionerRoleLE.json	3017	3	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	189	356	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-PueblosAfrodescendiente.json	1476	2	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	42	90	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-PueblosOriginarios.json	2532	3	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	90	162	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-PueblosOriginariosPerteneciente.json	1425	2	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	43	79	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-QuestionnaireResponseIniciarLE.json	2753	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	1	0	0	146	239	0	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-Religion.json	2194	2	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	95	146	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ServiceRequestExamenLE.json	6072	3	0	0	0	0	0	10	0	35	0	0	0	0	0	0	0	0	0	0	318	420	0	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ServiceRequestLE.json	18795	3	0	0	0	0	0	12	1	23	0	0	1	0	0	0	0	1	0	0	549	891	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-SituacionCalle.json	1269	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	86	87	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CodigoExamen.json	1166	2	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	20	3387	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PueblosOriginariosVS.json	485	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	21	38	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TipoDeObservacion.json	2794	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	24	61	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSConsecuenciaAtencionCodigo.json	921	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	38	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSDerivadoParaCodigo.json	857	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSDestinoReferenciaCodigo.json	901	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSEspecialidadBioqca.json	925	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadFarma.json	937	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadMed.json	849	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	55	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadOdont.json	885	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	39	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEstablecimientoDestino.json	1058	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	27	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEstadoCivil.json	825	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEstadoInterconsulta.json	875	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSIdentificadorPrestador.json	1260	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	33	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSIndicecomorbilidad.json	869	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMediodeContacto.json	857	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	27	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSModalidadAtencionCodigo.json	901	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	26	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoCierreInterconsulta.json	913	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	40	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoNoContactabilidad.json	901	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	51	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoNoPertinenciaCodigo.json	915	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSPertinenciaInterconsulta.json	905	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	30	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSPractitionerTipoRolLE.json	940	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSReligion.json	807	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSServicioRequerido.json	2092	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	32	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTerminologiasDiag.json	2143	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	422	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTipoConsulta.json	833	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	31	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSTipoEventoLE.json	855	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTituloProfesional.json	861	2	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSorigenInterconsulta.json	875	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VsEspecialidadDest.json	1021	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	98	0	0	0	0	0	0	0
