URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSIdentificadorPrestador,0.4.4,active,,VSIdentificadorPrestador,Identificador del Prestador,"Identificador del Prestador Profesional o Administrativo","StructureDefinition/MINSALPrestadorProfesional,StructureDefinition/MINSALPractitionerAdministrativo","hl7.fhir.cl.clcore"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSLeyPrevisionales,0.4.4,active,,VSLeyPrevisionales,Leyes Previsionales,"Código asociados a Leyes Previsonales que modifican o eximen los montos de copagos de las prestaciones específica, señaladas en la ley respectiva","StructureDefinition/MINSALCobertura","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSLeyReparacion,0.4.4,active,,VSLeyReparacion,Leyes Reparación,"Código asociados a Leyes de Reparación que modifican o eximen los montos de copagos de las prestaciones específica, señaladas en la ley respectiva","StructureDefinition/MINSALCobertura","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSNivelEducacionalDesc,0.4.4,active,,VSNivelEducacionalDesc,Nivel Educacional Descripción,"Codificación del Nivel Educacional para diferenciar entre los componenetes de la observación","StructureDefinition/MINSALNivelEducacional","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSOcupacionesDet,0.4.4,active,,VSOcupacionesDet,Ocupaciones Detalladas,"Código asociados a el detalle de las ocupaciones de un paciente","StructureDefinition/MINSALOcupacion","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSOrigenDiscapacidad,0.4.4,active,,VSOrigenDiscapacidad,Origen Discapacidad,"Origen Discapacidad","StructureDefinition/MINSALSituacionDiscapacidad","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSPrevision,0.4.4,active,,VSPrevision,Previsión,"Previsión","StructureDefinition/MINSALCobertura","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSReligion,0.4.4,active,,VSReligion,Religión,"Religión","StructureDefinition/Religion","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSSistemasComunicacion,0.4.4,active,,VSSistemasComunicacion,Medios de Comunicación con el Paciente,"Este es un filtro del ""system"" del telecom del paciente solo para que se ocupen los indicados por normativa","StructureDefinition/MINSALPacienteBusqueda,StructureDefinition/MINSALAcompanante,StructureDefinition/MINSALPaciente","hl7.fhir.r4.core"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSTipoObservacion,0.4.4,active,,VSTipoObservacion,Tipo de Observacion,"Codificación para identificar las distintas observaciones existentes dentro del MPI","StructureDefinition/MINSALOcupacion,StructureDefinition/MINSALNivelEducacional,StructureDefinition/MINSALSituacionDiscapacidad","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSTiposIdentificadorPaciente,0.4.4,active,,VSTiposIdentificadorPaciente,Tipos de Identificadores de Paciente,"Tipos de Identificadores de Paciente","StructureDefinition/MINSALPaciente","hl7.fhir.cl.clcore"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSTituloProfesional,0.4.4,active,,VSTituloProfesional,Título Profesional,"Título del Prestador Profesional","StructureDefinition/MINSALPrestadorProfesional","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSTramosFONASA,0.4.4,active,,VSTramosFONASA,Tramos de FONASA,"Tramos de FONASA","StructureDefinition/MINSALCobertura","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSUNivelAprob,0.4.4,active,,VSUNivelAprob,Último nivel aprobado,"Código del último nivel aprobado","StructureDefinition/MINSALNivelEducacional","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VSValoracionDesempeno,0.4.4,active,,VSValoracionDesempeno,Valoracion Desempeño,"Valoracion Desempeño","StructureDefinition/MINSALSituacionDiscapacidad","Internal"
https://interoperabilidad.minsal.cl/fhir/ig/nid/ValueSet/VScalificacionPrevisional,0.4.4,active,,VScalificacionPrevisional,Calificación Previsional,"Calificación Previsional",,"Internal"
