URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,1.0.1,active,"2.16.840.1.113883.4.642.1.1327",MedicationRequestCourseOfTherapyCodes,MedicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","ValueSet/medicationrequest-course-of-therapy"
http://terminology.hl7.org/CodeSystem/medicationrequest-status-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1325",MedicationRequestStatusReasonCodes,MedicationRequest Status Reason Codes,"MedicationRequest Status Reason Codes","ValueSet/medicationrequest-status-reason"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/v2-0092,3.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,11.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode,ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,5.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-SubstanceAdminSubstitutionReason"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,4.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,7.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,5.0.0,active,"2.16.840.1.113883.5.1070",SubstanceAdminSubstitution,Substance Admin Substitution,"Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.","ValueSet/v3-ActSubstanceAdminSubstitutionCode"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSTiposEncuentroCL,1.9.2,active,,CSTiposEncuentroCL,Tipos de Encuentro,"Códigos de Encuentros según MINSAL","ValueSet/VSTiposEncuentroCL"
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSLeyPrevisionales,0.4.6,active,,CSLeyPrevisionales,Leyes Previsionales,"Código asociados a Leyes Previsonales que modifican o eximen los montos de copagos de las prestaciones específica, señaladas en la ley respectiva","ValueSet/VSLeyPrevisionales"
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSPrevision,0.4.6,active,,CSPrevision,Previsión,"Previsión","ValueSet/VSPrevision"
https://interoperabilidad.minsal.cl/fhir/ig/nid/CodeSystem/CSTramosFONASA,0.4.6,active,,CSTramosFONASA,Tramos de FONASA,"Tramos de FONASA","ValueSet/VSTramosFONASA"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/clasificacion-consulta,0.2.0,draft,,CSClasificacionConsulta,Clasificación de la consulta,"Clasificación médico-legal de la consulta (CMBD Urgencia: CLASIFICACIÓN DE LA CONSULTA).","ValueSet/vs-clasificacion-consulta"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/destino-alta,0.2.0,draft,,CSDestinoAlta,Destino al alta de urgencia,"Destino indicado por el profesional al dar el alta de urgencia (CMBD Urgencia: DESTINO_ALTA; NT 149 con ajustes DGTIC).","ValueSet/vs-destino-egreso,ValueSet/vs-destino-alta"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/medio-llegada,0.2.0,draft,,CSMedioLlegada,Medio de llegada,"Medio de transporte con que el paciente llega a urgencia (CMBD Urgencia: LLEGADA).","ValueSet/vs-medio-llegada"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/procedencia,0.2.0,draft,,CSProcedencia,Procedencia del paciente,"Origen del paciente al consultar en urgencia (CMBD Urgencia: PROCEDENCIA DEL PACIENTE).","ValueSet/vs-procedencia"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/pronostico-medico-legal,0.2.0,draft,,CSPronosticoMedicoLegal,Pronóstico médico-legal,"Pronóstico médico-legal registrado al cierre (CMBD Urgencia: PRONÓSTICO MÉDICO LEGAL).","ValueSet/vs-pronostico-medico-legal"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/tipo-abandono,0.2.0,draft,,CSTipoAbandono,Tipo de abandono de la atención,"Momento en que el paciente abandona voluntariamente la atención de urgencia. Códigos alineados con la versión 0.1.2-ballot de esta guía.","ValueSet/vs-tipo-abandono,ValueSet/vs-destino-egreso"
https://interoperabilidad.minsal.cl/fhir/ig/urgencia/CodeSystem/unidad-atencion,0.2.0,draft,,CSUnidadAtencion,Unidad de atención de urgencia,"Tipo de atención asignada en la admisión (CMBD Urgencia: UNIDAD DE ATENCIÓN).","ValueSet/vs-unidad-atencion"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
