Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-CSTipoEventoLE.json	1306	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0	2
fsh-generated/resources/CodeSystem-CSTipoObservacionMinsal.json	969	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTituloProfesional.json	3072	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	31	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSorigenInterconsulta.json	980	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	27	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-PueblosOriginariosCS.json	1100	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0	0
fsh-generated/resources/Condition-ConditionAtencionejemplo.json	1482	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0
fsh-generated/resources/Condition-ConditionInicialEjemplo.json	1513	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-AtencionEjemplo.json	1367	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0	0
fsh-generated/resources/Encounter-EncounterIniciarEjemplo.json	1395	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-PrednisonaEjemplo.json	607	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-MesssageHeaderAtenderEjemplo.json	754	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AnamnesisEjemplo.json	821	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-AnticuerpoAdrenal.json	906	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploObservationCuidador.json	651	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-EjemploObservationDiscapacidadLE.json	519	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-IndiceConmorbilidadEjemplo.json	1049	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationLEAtendedor.json	419	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationLEEjemplo.json	1679	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0
fsh-generated/resources/Patient-EjemploPatientLE.json	4509	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractitionerProfesionalLEAtendedor.json	3109	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-PractitionerProfesionalLEEjemplo.json	2665	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-ProfesionalAdministrativoEjemplo.json	1980	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRoleAtendedor.json	649	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRoleIniciador.json	759	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-MotivoDerivacion.json	572	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	21	0	0	0	0	1	0	0
fsh-generated/resources/QuestionnaireResponse-MotivoDerivacionEjemplo.json	852	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-AbadrenalEjemplo.json	1057	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-EjemploSolicitudExamen.json	1242	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-EjemploSolicitudInterconsultaFinalizada.json	5496	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AllergyIntoleranceIniciarLE.json	3767	3	0	0	0	0	0	93	0	19	0	0	0	0	0	0	0	0	0	0	230	1514	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-AppointmentAgendarLE.json	10669	3	0	0	0	0	0	201	0	22	0	0	0	0	0	0	0	1	0	0	436	923	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-BundleAgendarLE.json	8553	3	0	0	0	0	0	293	0	46	0	0	0	0	0	0	0	2	0	0	777	1685	0	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-BundleAtenderLE.json	13907	3	0	0	0	0	0	172	0	47	0	0	1	0	0	0	0	3	0	0	1346	2289	0	0	1	0	28	1	3
fsh-generated/resources/StructureDefinition-BundleIniciarLE.json	16051	3	0	0	0	0	0	126	0	50	0	0	0	0	0	0	0	4	0	0	1440	2184	0	0	0	0	26	0	3
fsh-generated/resources/StructureDefinition-BundlePriorizarLE.json	6588	3	0	0	0	0	0	47	0	22	0	0	0	0	0	0	0	1	0	0	576	989	0	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-BundleReferenciarLE.json	6651	3	0	0	0	0	0	45	0	26	0	0	1	0	0	0	0	1	0	0	582	965	0	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-BundleRevisarLE.json	7445	3	0	0	0	0	0	58	1	29	0	0	0	0	0	0	0	2	0	0	670	1126	0	0	0	0	17	0	1
fsh-generated/resources/StructureDefinition-BundleTerminarLE.json	7602	3	0	0	0	0	0	55	0	28	0	0	0	0	0	0	0	2	0	0	668	1145	0	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-CarePlanAtenderLE.json	5254	3	0	0	0	0	0	21	0	24	0	0	0	0	0	0	0	1	0	0	383	692	0	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-ConditionDiagnosticoLE.json	9119	3	1	0	0	0	0	21	0	18	0	0	0	0	0	0	0	0	0	0	404	539	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-Contactado.json	4043	3	0	0	0	0	0	18	0	52	0	0	0	0	0	0	0	1	0	0	146	201	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EncounterAtenderLE.json	6952	2	0	0	0	0	0	18	0	19	0	0	0	0	0	0	0	0	0	0	303	480	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EncounterIniciarLE.json	5165	3	0	0	0	0	0	23	0	28	0	0	1	0	0	0	0	1	0	0	329	551	0	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ExtensionBoolAtencionPreferente.json	1390	3	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	42	89	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionBoolRequiereExamen.json	1324	2	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	43	85	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionBoolResolutividadAPS.json	1340	3	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	42	84	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ExtensionConsecuenciaAtencionCodigo.json	2267	3	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	87	140	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExtensionEspecialidadMedicaDestinoCodigo.json	2343	2	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	1	0	0	87	139	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionEstadoInterconsultaCodigoLE.json	2258	3	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	87	125	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ExtensionMediodeContacto.json	2198	2	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	86	141	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionMotivoCierreInterconsulta.json	2385	3	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	90	133	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionMotivoNoPertinencia.json	1398	3	0	0	0	0	0	4	0	38	0	0	0	0	0	0	0	0	0	0	42	81	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionOrigenInterconsulta.json	2326	2	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	89	131	0	0	0	0	30	0	0
fsh-generated/resources/StructureDefinition-ExtensionPertinenciaAtencionBox.json	1371	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	43	81	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ExtensionPertinenciaInterconsulta.json	4041	3	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	1	0	0	143	167	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExtensionSolicitudExamenes.json	1453	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	43	75	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionStringFundamentoPriorizacion.json	1477	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	43	123	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExtensionSubEspecialidadMedicaDestinoCodigo.json	2417	2	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	86	123	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-MedicationRequestLE.json	3813	3	0	0	0	0	0	11	0	13	0	0	0	0	0	0	0	1	0	0	230	373	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-Mencion.json	1437	2	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	42	82	0	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-MessageHeaderLE.json	5381	3	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	221	318	0	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-ObservationAnamnesisLE.json	4245	3	1	0	0	0	0	12	0	17	0	0	0	0	0	0	0	1	0	0	257	484	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ObservationDiscapacidadLE.json	3470	2	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	234	430	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ObservationIndiceComorbilidadLE.json	7070	3	0	0	0	0	0	14	0	20	0	0	0	0	0	0	0	1	0	0	347	520	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ObservationIniciarCuidadorLE.json	3524	3	0	0	0	0	0	9	0	33	0	0	0	0	0	0	0	1	0	0	244	383	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ObservationResultadoExamen.json	4895	3	0	0	0	0	0	13	0	17	0	0	0	0	0	0	0	0	0	0	291	460	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-OrganizationLE.json	2238	2	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	157	297	0	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-PaisOrigenMPI.json	2125	3	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	85	127	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-PatientLE.json	8044	3	0	0	0	0	0	16	0	36	0	0	1	0	0	0	0	2	0	0	521	828	0	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-PractitionerAdministrativoLE.json	7092	3	0	0	0	0	0	37	0	56	0	0	0	0	0	0	0	2	0	0	716	955	0	0	0	0	14	1	1
fsh-generated/resources/StructureDefinition-PractitionerProfesionalLE.json	23292	4	0	0	0	0	0	39	0	58	0	0	1	0	0	0	0	3	0	0	1284	1597	0	0	0	0	22	0	2
fsh-generated/resources/StructureDefinition-PractitionerRoleLE.json	3270	2	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	222	373	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-PueblosAfrodescendiente.json	1476	3	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	0	0	0	44	76	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-PueblosOriginarios.json	2532	2	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	89	132	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-PueblosOriginariosPerteneciente.json	1425	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	42	72	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-QuestionnaireResponseIniciarLE.json	3088	2	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	1	0	0	148	221	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Religion.json	2194	3	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	87	118	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ServiceRequestExamenLE.json	6393	3	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	1	0	0	282	455	0	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-ServiceRequestLE.json	19098	3	1	0	0	0	0	14	0	23	0	0	0	0	0	0	0	0	0	0	487	582	0	0	1	0	8	0	0
fsh-generated/resources/StructureDefinition-SituacionCalle.json	1269	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	42	83	0	0	0	1	1	0	0
fsh-generated/resources/ValueSet-CodigoExamen.json	1166	3	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	12	3054	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PueblosOriginariosVS.json	485	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	11	39	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-TipoDeObservacion.json	2794	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	39	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSConsecuenciaAtencionCodigo.json	921	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	11	40	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSDerivadoParaCodigo.json	857	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSDestinoReferenciaCodigo.json	901	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	32	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadBioqca.json	925	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadFarma.json	937	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	12	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadMed.json	849	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	50	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadOdont.json	885	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	41	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEstablecimientoDestino.json	1058	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSEstadoCivil.json	825	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEstadoInterconsulta.json	875	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSIdentificadorPrestador.json	1260	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	13	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSIndicecomorbilidad.json	869	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMediodeContacto.json	857	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	30	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSModalidadAtencionCodigo.json	901	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoCierreInterconsulta.json	913	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	35	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoNoContactabilidad.json	901	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMotivoNoPertinenciaCodigo.json	915	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSPertinenciaInterconsulta.json	905	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSPractitionerTipoRolLE.json	940	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	31	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSReligion.json	807	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	34	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSServicioRequerido.json	2092	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTerminologiasDiag.json	2143	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	375	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTipoConsulta.json	833	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	35	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTipoEventoLE.json	855	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSTituloProfesional.json	861	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	39	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSorigenInterconsulta.json	875	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VsEspecialidadDest.json	1021	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	58	0	0	0	0	0	0	0
