URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/procedure-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.427",ProcedureCodes(SNOMEDCT),Procedure Codes (SNOMED CT),"Procedure Code: All SNOMED CT procedure codes.","StructureDefinition/r2bo-solicitud-informe-apa","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-profesional-autorizado-VS,0.1.1-ballot,draft,,ProfesionalesAutorizadosR2BO,Profesionales Autorizados,"Estos son los profesionales autorizados para realizar informes o solicitudes de anatomías patológicas","StructureDefinition/r2bo-rol-profesional-minsal","hl7.fhir.cl.minsal.nid"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-reporte-biopsia-vs,0.1.1-ballot,draft,,ReporteBiopsiaVS,Set de Valores de los Reportes de Biopsia,"Códigos de tipos de reportes de biopsias en Snomed y LOINC","StructureDefinition/r2bo-informe-biopsia,StructureDefinition/r2bo-composition-biopsia","SCT,LOINC"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-respuestas-infiltracion-perineural-vs,0.1.1-ballot,draft,,RespuestasInfiltracionPerineuralVS,Set de Valores Para Hallazgos de Infiltración Perineural,"Posibles hallazgos de infiltración perineural en un reporte de biopsia. Este conjunto de valores decienden del concepto: 396394004 hallazgo relacionado con invasión perineural","StructureDefinition/r2bo-observacion-infiltracion-perineural","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-respuestas-infiltracion-peritumoral-vs,0.1.1-ballot,draft,,RespuestaInfiltracionPeritumoralVS,Set de Valores Para Hallazgos de Infiltración Peritumoral,"Posibles hallazgos de infiltración peritumoral en un reporte de biopsia. Este conjunto de valores decienden del concepto: 373376008 respuesta linfocítica peritumoral - hallazgo","StructureDefinition/r2bo-observacion-infiltracion-peritumoral","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-snomed-hallazgos-clinicos-cie10-VS,0.1.1-ballot,draft,,SnomedCTHallazgosClinicosCIE10VS,ValueSet Para Hallazgos Clínicos,"Este ValueSet contiene los códigos de Snomed CT que representan hallazgos clínicos más la CIE 10","StructureDefinition/r2bo-solicitud-informe-apa","SCT,hl7.terminology.r4"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-tipo-especimen-vs,0.1.1-ballot,draft,,TipoEspecimenVS,Set de Valores de los Tipos de Especimen,"Códigos de tipos de especimen en Snomed","StructureDefinition/r2bo-muestra-biopsia","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-tipo-procedimientos-biopsias-VS,0.1.1-ballot,draft,,TipoProcedimientosBiopsiaVS,Set de Valores Para Tipo de Procedimientos,"Set de valores utilizados para los tipos de procedimientos al momento de extraer muestras de tejido","StructureDefinition/r2bo-extension-tipo-procedimientos-biopsias","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-tnm-categoria-metastasis-distante-patologico-vs,0.1.1-ballot,draft,,TNMCategoriaMetastasisDistantePatologicoVS,Set de Valores Categoría TNM Patológico Metastásico Distante,"Set de valores utilizados para la categoría TNM patológico metastásico distante","StructureDefinition/r2bo-tnm-categoria-metastasis-distante","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-tnm-categoria-nodo-regional-patologico-vs,0.1.1-ballot,draft,,TNMCategoriaPatologicoNodosRegionalVS,Set de Valores Categoría TNM Patológico Nodos Regional,"Set de valores utilizados para la categoría TNM patológico Nodos Regional","StructureDefinition/r2bo-tnm-categoria-nodo-regional","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-tnm-categoria-tumor-primario-patologico-vs,0.1.1-ballot,draft,,TNMCategoriaTumorPrimarioPatologicoVS,Set de Valores Categoría TNM Patológico Tumor Primario,"Set de valores utilizados para la categoría TNM patológico tumor primaro","StructureDefinition/r2bo-tnm-categoria-tumor-primario","SCT"
https://interoperabilidad.minsal.cl/fhir/ig/r2bo/ValueSet/r2bo-topografica-cieo-VS,0.1.1-ballot,draft,,TopograficaSnomedCIEOVS,Set de Valores para Topografía,"Set de valores utilizados para la topografía, estos pueden ser mapeados de Snomed CT a la CIE-O 3 Tográfico o ser usado directamente en CIE-O 3 Tográfico","StructureDefinition/r2bo-informe-biopsia,StructureDefinition/r2bo-tumor","SCT,THO"
